/home/thanos/PycharmProjects/avudemy/bc_data/IMG/center_2021_05_05_13_15_30_014.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/left_2021_05_05_13_15_30_014.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/right_2021_05_05_13_15_30_014.jpg,0,0,0,12.58202
/home/thanos/PycharmProjects/avudemy/bc_data/IMG/center_2021_05_05_13_15_30_112.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/left_2021_05_05_13_15_30_112.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/right_2021_05_05_13_15_30_112.jpg,0,0,0,12.98109
/home/thanos/PycharmProjects/avudemy/bc_data/IMG/center_2021_05_05_13_15_30_209.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/left_2021_05_05_13_15_30_209.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/right_2021_05_05_13_15_30_209.jpg,0,0,0,12.88909
/home/thanos/PycharmProjects/avudemy/bc_data/IMG/center_2021_05_05_13_15_30_305.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/left_2021_05_05_13_15_30_305.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/right_2021_05_05_13_15_30_305.jpg,0,0,0,12.29837
/home/thanos/PycharmProjects/avudemy/bc_data/IMG/center_2021_05_05_13_15_30_403.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/left_2021_05_05_13_15_30_403.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/right_2021_05_05_13_15_30_403.jpg,0,0,0,12.5331
/home/thanos/PycharmProjects/avudemy/bc_data/IMG/center_2021_05_05_13_15_30_503.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/left_2021_05_05_13_15_30_503.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/right_2021_05_05_13_15_30_503.jpg,0,0,0,12.08576
/home/thanos/PycharmProjects/avudemy/bc_data/IMG/center_2021_05_05_13_15_30_604.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/left_2021_05_05_13_15_30_604.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/right_2021_05_05_13_15_30_604.jpg,0,0,0,12.20101
/home/thanos/PycharmProjects/avudemy/bc_data/IMG/center_2021_05_05_13_15_30_704.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/left_2021_05_05_13_15_30_704.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/right_2021_05_05_13_15_30_704.jpg,0,0,0,11.84176
/home/thanos/PycharmProjects/avudemy/bc_data/IMG/center_2021_05_05_13_15_30_803.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/left_2021_05_05_13_15_30_803.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/right_2021_05_05_13_15_30_803.jpg,0,0,0,11.95847
/home/thanos/PycharmProjects/avudemy/bc_data/IMG/center_2021_05_05_13_15_30_902.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/left_2021_05_05_13_15_30_902.jpg,/home/thanos/PycharmProjects/avudemy/bc_data/IMG/right_2021_05_05_13_15_30_902.jpg,0,0,0,11.59096
